1.0-Entropy,Accuracy,F1Measure,actual_discrim_set_size,actual_num_trials,algorithm,alpha,beta,cluster similarity threshold,dataset,epsilon,estimated_discrim_set_size,estimated_trials,experiment_ID,maxiter,minqual,num_clusters,pca,quality_max,quality_mean,quality_median,quality_min,quality_std_dev,runtime_clustering_sec,runtime_metrics_sec,subspace similarity threshold,width
0.388928,0.749939,0.680231,2.000000,5982.000000,MOCCA,0.01,0.35,0.15,../../data/fcps_engytime.arff,0.05,0.000000,5982.000000,1,50000,0.0,5.000000,y,8391.836735,4315.918367,3328.571429,718.367347,3068.253631,2.000000,0.000000,-1.0,0.1
