1.0-Entropy,Accuracy,Coverage,F1Measure,actual_discrim_set_size,actual_num_trials,algorithm,alpha,beta,cluster similarity threshold,dataset,epsilon,estimated_discrim_set_size,estimated_trials,experiment_ID,maxiter,minqual,num_clusters,pca,quality_max,quality_mean,quality_median,quality_min,quality_std_dev,runtime_clustering_sec,runtime_metrics_sec,subspace similarity threshold,width
0.529988,0.651042,1.000000,0.658617,2.000000,16269.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,6572,0,1000.0,15674.000000,y,114688.000000,36470.445323,32768.000000,32768.000000,8639.062534,79.000000,34.000000,0.8,0.05
0.529988,0.651042,1.000000,0.658617,2.000000,16269.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,6236,0,0.0,15674.000000,y,114688.000000,36470.445323,32768.000000,32768.000000,8639.062534,97.000000,36.000000,0.25,0.05
0.032644,0.617391,1.000000,0.662891,2.000000,10053.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,11589,0,1000.0,8795.000000,y,135168.000000,37449.408982,37888.000000,2048.000000,20780.419072,164.000000,78.000000,0.5,0.1
0.032644,0.617391,1.000000,0.662891,2.000000,10053.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,11617,0,1000.0,8795.000000,y,135168.000000,37449.408982,37888.000000,2048.000000,20780.419072,198.000000,81.000000,0.8,0.1
0.029422,0.591304,1.000000,0.663496,2.000000,50998.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11641,0,1000.0,4049.000000,y,10498.046875,4212.110147,4199.218750,1074.218750,1947.634790,254.000000,35.000000,-1.0,0.1
0.476432,0.651042,1.000000,0.661520,2.000000,18718.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,11612,0,1000.0,15483.000000,y,1032192.000000,204316.934961,147456.000000,32768.000000,165653.940040,231.000000,120.000000,0.8,0.1
0.476432,0.651042,1.000000,0.661520,2.000000,18718.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,11584,0,1000.0,15483.000000,y,1032192.000000,204316.934961,147456.000000,32768.000000,165653.940040,255.000000,133.000000,0.5,0.1
0.483822,0.651042,1.000000,0.660723,2.000000,18718.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,11588,0,1000.0,17634.000000,y,1032192.000000,203949.860497,147456.000000,32768.000000,159700.821716,251.000000,144.000000,0.5,0.1
0.483822,0.651042,1.000000,0.660723,2.000000,18718.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,11616,0,1000.0,17634.000000,y,1032192.000000,203949.860497,147456.000000,32768.000000,159700.821716,296.000000,142.000000,0.8,0.1
0.099862,0.547826,0.446377,0.399756,2.000000,50998.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11677,0,1000.0,6.000000,y,10498.046875,4239.908854,4248.046875,1269.531250,3352.671003,9.000000,0.000000,0.25,0.1
0.038164,0.536232,0.466667,0.381252,2.000000,50998.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11681,0,1000.0,5.000000,y,10498.046875,4462.890625,3613.281250,1171.875000,3868.469642,8.000000,0.000000,0.25,0.1
0.043106,0.579710,0.544928,0.422243,2.000000,50998.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11685,0,1000.0,7.000000,y,10498.046875,3969.029018,2539.062500,1171.875000,3437.989435,8.000000,0.000000,0.25,0.1
0.052953,0.571014,0.559420,0.450426,2.000000,50998.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11689,0,1000.0,6.000000,y,10498.046875,4532.877604,4882.812500,1171.875000,3700.181867,10.000000,0.000000,0.25,0.1
0.071145,0.600000,0.672464,0.513138,2.000000,50998.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11693,0,1000.0,11.000000,y,10498.046875,3662.109375,2148.437500,1171.875000,3131.173711,7.000000,0.000000,0.25,0.1
0.099862,0.547826,0.446377,0.399756,2.000000,50998.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11705,0,1000.0,6.000000,y,10498.046875,4239.908854,4248.046875,1269.531250,3352.671003,7.000000,0.000000,0.5,0.1
0.318663,0.651042,0.677083,0.577853,2.000000,130623.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11676,0,1000.0,96.000000,y,41503.906250,3306.070964,1831.054688,1220.703125,4805.641020,35.000000,1.000000,0.25,0.1
0.038164,0.536232,0.466667,0.381252,2.000000,50998.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11709,0,1000.0,5.000000,y,10498.046875,4462.890625,3613.281250,1171.875000,3868.469642,8.000000,0.000000,0.5,0.1
0.043106,0.579710,0.544928,0.422243,2.000000,50998.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11713,0,1000.0,7.000000,y,10498.046875,3969.029018,2539.062500,1171.875000,3437.989435,8.000000,0.000000,0.5,0.1
0.052953,0.571014,0.559420,0.450426,2.000000,50998.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11717,0,1000.0,6.000000,y,10498.046875,4532.877604,4882.812500,1171.875000,3700.181867,8.000000,0.000000,0.5,0.1
0.288413,0.651042,0.731771,0.594856,2.000000,130623.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11684,0,1000.0,103.000000,y,41503.906250,3602.851942,1831.054688,1220.703125,5097.630070,35.000000,1.000000,0.25,0.1
0.316561,0.651042,0.635417,0.562586,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11680,0,1000.0,86.000000,y,41503.906250,3477.584484,1831.054688,1220.703125,5047.929990,41.000000,1.000000,0.25,0.1
0.071145,0.600000,0.672464,0.513138,2.000000,50998.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11721,0,1000.0,11.000000,y,10498.046875,3662.109375,2148.437500,1171.875000,3131.173711,8.000000,0.000000,0.5,0.1
0.364148,0.651042,0.777344,0.636409,2.000000,130623.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11688,0,1000.0,106.000000,y,41503.906250,4283.977005,1831.054688,1220.703125,5494.766329,37.000000,1.000000,0.25,0.1
0.154851,0.576812,0.530435,0.458499,2.000000,10053.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,6749,0,0.0,28.000000,y,135168.000000,14921.142857,3072.000000,2048.000000,29827.701385,3.000000,0.000000,0.1,0.1
0.287769,0.651042,0.970052,0.730505,2.000000,130623.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11692,0,1000.0,271.000000,y,41503.906250,5004.432369,2441.406250,1220.703125,4777.585433,39.000000,2.000000,0.25,0.1
0.189773,0.585507,0.805797,0.612789,2.000000,50998.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,6929,0,0.0,32.000000,y,10498.046875,1148.986816,292.968750,195.312500,2231.837825,7.000000,0.000000,0.25,0.1
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,8765,0,1000.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,3.000000,0.000000,0.5,0.5
0.318663,0.651042,0.677083,0.577853,2.000000,130623.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11704,0,1000.0,96.000000,y,41503.906250,3306.070964,1831.054688,1220.703125,4805.641020,36.000000,1.000000,0.5,0.1
0.316561,0.651042,0.635417,0.562586,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11708,0,1000.0,86.000000,y,41503.906250,3477.584484,1831.054688,1220.703125,5047.929990,34.000000,1.000000,0.5,0.1
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,8764,0,1000.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,8.000000,0.000000,0.5,0.5
0.288413,0.651042,0.731771,0.594856,2.000000,130623.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11712,0,1000.0,103.000000,y,41503.906250,3602.851942,1831.054688,1220.703125,5097.630070,35.000000,1.000000,0.5,0.1
0.017704,0.579710,0.982609,0.363636,2.000000,44326.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,2.000000,44326.000000,8861,0,1000.0,1.000000,y,82763.671875,82763.671875,82763.671875,82763.671875,NaN,9.000000,0.000000,0.1,0.5
0.364148,0.651042,0.777344,0.636409,2.000000,130623.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11716,0,1000.0,106.000000,y,41503.906250,4283.977005,1831.054688,1220.703125,5494.766329,36.000000,1.000000,0.5,0.1
0.287769,0.651042,0.970052,0.730505,2.000000,130623.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11720,0,1000.0,271.000000,y,41503.906250,5004.432369,2441.406250,1220.703125,4777.585433,47.000000,2.000000,0.5,0.1
0.074971,0.643229,0.945313,0.390701,2.000000,113535.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,2.000000,113535.000000,8860,0,1000.0,1.000000,y,1107788.085938,1107788.085938,1107788.085938,1107788.085938,NaN,41.000000,0.000000,0.1,0.5
0.074971,0.643229,0.945313,0.390701,2.000000,113535.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,2.000000,113535.000000,8864,0,1000.0,1.000000,y,1107788.085938,1107788.085938,1107788.085938,1107788.085938,NaN,39.000000,0.000000,0.1,0.5
0.029422,0.591304,1.000000,0.663496,2.000000,50998.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11697,0,1000.0,4049.000000,y,10498.046875,4212.110147,4199.218750,1074.218750,1947.634790,244.000000,32.000000,0.25,0.1
0.029391,0.623188,1.000000,0.663496,2.000000,44326.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,2.000000,44326.000000,7777,0,1000.0,3842.000000,y,10498.046875,4198.697679,4199.218750,1074.218750,1947.517888,223.000000,33.000000,0.25,0.1
0.029422,0.591304,1.000000,0.663496,2.000000,50998.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,11725,0,1000.0,4049.000000,y,10498.046875,4212.110147,4199.218750,1074.218750,1947.634790,276.000000,36.000000,0.5,0.1
0.483822,0.651042,1.000000,0.660723,2.000000,18718.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,6856,0,0.0,17634.000000,y,1032192.000000,203949.860497,147456.000000,32768.000000,159700.821716,243.000000,146.000000,0.8,0.1
0.307297,0.651042,0.618490,0.554734,2.000000,16269.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11764,0,0.0,90.000000,y,1032192.000000,86835.200000,49152.000000,32768.000000,124303.362043,7.000000,1.000000,-1.0,0.1
0.385232,0.651042,0.619792,0.591850,2.000000,16269.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11768,0,0.0,84.000000,y,1032192.000000,99864.380952,65536.000000,32768.000000,135884.515617,7.000000,1.000000,-1.0,0.1
0.130868,0.568116,0.631884,0.496179,2.000000,8738.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11773,0,0.0,22.000000,y,135168.000000,22853.818182,6656.000000,2048.000000,33682.309178,3.000000,0.000000,-1.0,0.1
0.356434,0.651042,0.695313,0.614885,2.000000,16269.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11772,0,0.0,93.000000,y,1032192.000000,116097.376344,65536.000000,32768.000000,145175.793151,6.000000,1.000000,-1.0,0.1
0.115184,0.556522,0.744928,0.558832,2.000000,8738.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11777,0,0.0,28.000000,y,135168.000000,16676.571429,5120.000000,2048.000000,28742.154536,3.000000,0.000000,-1.0,0.1
0.282270,0.651042,0.885417,0.698021,2.000000,16269.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11776,0,0.0,189.000000,y,1032192.000000,131158.687831,81920.000000,32768.000000,123932.865747,7.000000,1.000000,-1.0,0.1
0.118718,0.582609,0.573913,0.469485,2.000000,8738.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11789,0,0.0,24.000000,y,135168.000000,17152.000000,4608.000000,2048.000000,31596.808821,3.000000,0.000000,0.1,0.1
0.214426,0.585507,0.571014,0.489383,2.000000,8738.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11793,0,0.0,28.000000,y,135168.000000,14665.142857,3584.000000,2048.000000,29708.491443,2.000000,0.000000,0.1,0.1
0.366322,0.651042,0.687500,0.606187,2.000000,16269.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11788,0,0.0,98.000000,y,1032192.000000,88272.979592,49152.000000,32768.000000,118442.231951,8.000000,0.000000,0.1,0.1
0.307297,0.651042,0.618490,0.554734,2.000000,16269.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11792,0,0.0,90.000000,y,1032192.000000,86835.200000,49152.000000,32768.000000,124303.362043,6.000000,1.000000,0.1,0.1
0.119054,0.585507,0.594203,0.478619,2.000000,8738.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11797,0,0.0,21.000000,y,135168.000000,20577.523810,3072.000000,2048.000000,33839.915236,4.000000,0.000000,0.1,0.1
0.385232,0.651042,0.619792,0.591850,2.000000,16269.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11796,0,0.0,84.000000,y,1032192.000000,99864.380952,65536.000000,32768.000000,135884.515617,6.000000,1.000000,0.1,0.1
0.130868,0.568116,0.631884,0.496179,2.000000,8738.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11801,0,0.0,22.000000,y,135168.000000,22853.818182,6656.000000,2048.000000,33682.309178,3.000000,0.000000,0.1,0.1
0.356434,0.651042,0.695313,0.614885,2.000000,16269.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11800,0,0.0,93.000000,y,1032192.000000,116097.376344,65536.000000,32768.000000,145175.793151,6.000000,1.000000,0.1,0.1
0.118718,0.582609,0.573913,0.469485,2.000000,8738.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11817,0,0.0,24.000000,y,135168.000000,17152.000000,4608.000000,2048.000000,31596.808821,3.000000,0.000000,0.25,0.1
0.214426,0.585507,0.571014,0.489383,2.000000,8738.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11821,0,0.0,28.000000,y,135168.000000,14665.142857,3584.000000,2048.000000,29708.491443,3.000000,0.000000,0.25,0.1
0.366322,0.651042,0.687500,0.606187,2.000000,16269.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11816,0,0.0,98.000000,y,1032192.000000,88272.979592,49152.000000,32768.000000,118442.231951,7.000000,1.000000,0.25,0.1
0.307297,0.651042,0.618490,0.554734,2.000000,16269.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11820,0,0.0,90.000000,y,1032192.000000,86835.200000,49152.000000,32768.000000,124303.362043,7.000000,1.000000,0.25,0.1
0.119054,0.585507,0.594203,0.478619,2.000000,8738.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11825,0,0.0,21.000000,y,135168.000000,20577.523810,3072.000000,2048.000000,33839.915236,3.000000,0.000000,0.25,0.1
0.130868,0.568116,0.631884,0.496179,2.000000,8738.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11829,0,0.0,22.000000,y,135168.000000,22853.818182,6656.000000,2048.000000,33682.309178,3.000000,0.000000,0.25,0.1
0.385232,0.651042,0.619792,0.591850,2.000000,16269.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11824,0,0.0,84.000000,y,1032192.000000,99864.380952,65536.000000,32768.000000,135884.515617,8.000000,1.000000,0.25,0.1
0.356434,0.651042,0.695313,0.614885,2.000000,16269.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11828,0,0.0,93.000000,y,1032192.000000,116097.376344,65536.000000,32768.000000,145175.793151,7.000000,1.000000,0.25,0.1
0.115184,0.556522,0.744928,0.558832,2.000000,8738.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11833,0,0.0,28.000000,y,135168.000000,16676.571429,5120.000000,2048.000000,28742.154536,3.000000,0.000000,0.25,0.1
0.282270,0.651042,0.885417,0.698021,2.000000,16269.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11832,0,0.0,189.000000,y,1032192.000000,131158.687831,81920.000000,32768.000000,123932.865747,7.000000,1.000000,0.25,0.1
0.017704,0.579710,0.982609,0.363636,2.000000,44326.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,2.000000,44326.000000,8937,0,1000.0,1.000000,y,82763.671875,82763.671875,82763.671875,82763.671875,NaN,8.000000,0.000000,0.8,0.5
0.042890,0.576812,1.000000,0.662891,2.000000,8738.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11781,0,0.0,2862.000000,y,135168.000000,30842.364780,30720.000000,2048.000000,21786.434582,44.000000,24.000000,-1.0,0.1
0.074971,0.643229,0.945313,0.390701,2.000000,113535.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,2.000000,113535.000000,8936,0,1000.0,1.000000,y,1107788.085938,1107788.085938,1107788.085938,1107788.085938,NaN,37.000000,0.000000,0.8,0.5
0.042890,0.576812,1.000000,0.662891,2.000000,8738.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11809,0,0.0,2862.000000,y,135168.000000,30842.364780,30720.000000,2048.000000,21786.434582,44.000000,23.000000,0.1,0.1
0.032868,0.565217,1.000000,0.662891,2.000000,8738.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11785,0,0.0,7739.000000,y,135168.000000,37481.522677,37888.000000,2048.000000,20796.109927,120.000000,67.000000,-1.0,0.1
0.477020,0.649740,1.000000,0.662590,2.000000,16269.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11780,0,0.0,13699.000000,y,1032192.000000,204606.846047,147456.000000,32768.000000,165407.796030,165.000000,103.000000,-1.0,0.1
0.477020,0.649740,1.000000,0.662590,2.000000,16269.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11808,0,0.0,13699.000000,y,1032192.000000,204606.846047,147456.000000,32768.000000,165407.796030,175.000000,109.000000,0.1,0.1
0.483057,0.649740,1.000000,0.661787,2.000000,16269.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11784,0,0.0,15454.000000,y,1032192.000000,203790.709978,147456.000000,32768.000000,159506.221213,183.000000,130.000000,-1.0,0.1
0.214426,0.585507,0.571014,0.489383,2.000000,8738.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11849,0,0.0,28.000000,y,135168.000000,14665.142857,3584.000000,2048.000000,29708.491443,3.000000,0.000000,0.5,0.1
0.119054,0.585507,0.594203,0.478619,2.000000,8738.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11853,0,0.0,21.000000,y,135168.000000,20577.523810,3072.000000,2048.000000,33839.915236,3.000000,0.000000,0.5,0.1
0.307297,0.651042,0.618490,0.554734,2.000000,16269.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11848,0,0.0,90.000000,y,1032192.000000,86835.200000,49152.000000,32768.000000,124303.362043,6.000000,1.000000,0.5,0.1
0.130868,0.568116,0.631884,0.496179,2.000000,8738.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11857,0,0.0,22.000000,y,135168.000000,22853.818182,6656.000000,2048.000000,33682.309178,3.000000,0.000000,0.5,0.1
0.385232,0.651042,0.619792,0.591850,2.000000,16269.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11852,0,0.0,84.000000,y,1032192.000000,99864.380952,65536.000000,32768.000000,135884.515617,7.000000,1.000000,0.5,0.1
0.356434,0.651042,0.695313,0.614885,2.000000,16269.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11856,0,0.0,93.000000,y,1032192.000000,116097.376344,65536.000000,32768.000000,145175.793151,7.000000,1.000000,0.5,0.1
0.115184,0.556522,0.744928,0.558832,2.000000,8738.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11861,0,0.0,28.000000,y,135168.000000,16676.571429,5120.000000,2048.000000,28742.154536,3.000000,0.000000,0.5,0.1
0.282270,0.651042,0.885417,0.698021,2.000000,16269.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11860,0,0.0,189.000000,y,1032192.000000,131158.687831,81920.000000,32768.000000,123932.865747,7.000000,1.000000,0.5,0.1
0.118718,0.582609,0.573913,0.469485,2.000000,8738.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11873,0,0.0,24.000000,y,135168.000000,17152.000000,4608.000000,2048.000000,31596.808821,3.000000,0.000000,0.8,0.1
0.214426,0.585507,0.571014,0.489383,2.000000,8738.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11877,0,0.0,28.000000,y,135168.000000,14665.142857,3584.000000,2048.000000,29708.491443,3.000000,0.000000,0.8,0.1
0.119054,0.585507,0.594203,0.478619,2.000000,8738.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11881,0,0.0,21.000000,y,135168.000000,20577.523810,3072.000000,2048.000000,33839.915236,3.000000,0.000000,0.8,0.1
0.307297,0.651042,0.618490,0.554734,2.000000,16269.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11876,0,0.0,90.000000,y,1032192.000000,86835.200000,49152.000000,32768.000000,124303.362043,7.000000,1.000000,0.8,0.1
0.130868,0.568116,0.631884,0.496179,2.000000,8738.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,11885,0,0.0,22.000000,y,135168.000000,22853.818182,6656.000000,2048.000000,33682.309178,3.000000,0.000000,0.8,0.1
0.356434,0.651042,0.695313,0.614885,2.000000,16269.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,11884,0,0.0,93.000000,y,1032192.000000,116097.376344,65536.000000,32768.000000,145175.793151,7.000000,1.000000,0.8,0.1
0.204684,0.547826,0.701449,0.568813,2.000000,44326.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,2.000000,44326.000000,11901,0,0.0,30.000000,y,10498.046875,1134.440104,390.625000,195.312500,2110.668710,6.000000,0.000000,-1.0,0.1
0.156075,0.536232,0.773913,0.559799,2.000000,44326.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,2.000000,44326.000000,11905,0,0.0,29.000000,y,10498.046875,1126.414332,390.625000,195.312500,2139.140478,7.000000,0.000000,-1.0,0.1
